pstlcode,latitude,longitude
M1G3B4,43.773975,-79.216888
M1G3B5,43.775524,-79.213493
M1G3H2,43.77459,-79.209938
M1G3L7,43.773727,-79.205765
M1G3L8,43.774586,-79.206604
M1G3M4,43.777088,-79.229187
M1G3P3,43.782372,-79.224831
M1G3P7,43.78186,-79.221863
M1G3R8,43.778835,-79.222443
M1G3R9,43.780109,-79.220322
M1G3V7,43.752579,-79.217918
M1H1A8,43.757862,-79.234131
M1H1A9,43.759068,-79.229271
M1H1C2,43.755478,-79.237595
M1H1C3,43.755527,-79.234482
M1H1C6,43.755901,-79.231102
M1H1E2,43.754154,-79.231216
M1H1E3,43.754097,-79.230988
M1H1E4,43.756432,-79.229286
M1H1E9,43.756001,-79.234924
M1H1G3,43.759415,-79.236061
M1H1H4,43.775661,-79.242195
M1H1H5,43.762356,-79.235123
M1H1K5,43.757355,-79.243118
M1H1L1,43.759525,-79.242599
M1H1M6,43.759678,-79.241249
M1H1N4,43.757526,-79.238281
M1H1N6,43.758278,-79.238602
M1H1N8,43.759007,-79.239021
M1H1P8,43.760063,-79.230225
M1H1R2,43.760063,-79.230225
M1H1T7,43.766445,-79.22863
M1H1V1,43.763443,-79.236061
M1H1V5,43.764442,-79.232552
M1H1W1,43.769066,-79.230339
M1H1W3,43.760521,-79.234474
M1H1W5,43.762608,-79.236145
M1H1X1,43.760174,-79.233047
M1H1X9,43.7654,-79.234726
M1H1Y1,43.767662,-79.231918
M1H2B1,43.765945,-79.231033
M1H2C1,43.765606,-79.24794
M1H2J4,43.769409,-79.235718
M1H2M8,43.76965,-79.249924
M1H2N9,43.766739,-79.248726
M1H2P5,43.769924,-79.247917
M1H2S3,43.769203,-79.240334
M1H2S6,43.769222,-79.241127
M1H2V4,43.772083,-79.250999
M1H2V6,43.776028,-79.245918
M1H2Y1,43.765919,-79.227798
M1H3A3,43.756783,-79.239166
M1H3A6,43.778416,-79.246742
M1H3B1,43.776028,-79.245918
M1H3B3,43.778114,-79.237831
M1H3C2,43.756241,-79.241669
M1H3H5,43.780975,-79.247246
M1J0B1,43.741959,-79.242882
M1J1A6,43.73362,-79.246628
M1J1B7,43.742058,-79.250526
M1J1B8,43.742603,-79.250694
M1J1C5,43.749218,-79.253448
M1J1C7,43.750519,-79.253975
M1J1G7,43.743912,-79.24472
M1J1H1,43.74678,-79.244438
M1J1K4,43.734936,-79.244957
M1J1L4,43.738392,-79.247292
M1J1L8,43.739758,-79.247902
M1J1R1,43.748676,-79.244957
M1J1R5,43.74942,-79.247444
M1J1S3,43.748989,-79.251442
M1J1T3,43.748768,-79.248932
M1J1V4,43.751503,-79.251266
M1J1W6,43.752205,-79.249756
M1J1X3,43.751358,-79.245773
M1J1X7,43.750854,-79.251785
M1J1X8,43.750854,-79.251785
M1J1Y2,43.753696,-79.249649
M1J1Y4,43.754036,-79.247108
M1J2B6,43.752304,-79.240402
M1J2E4,43.746567,-79.213486
M1J2H5,43.743088,-79.219757
M1J2J8,43.745682,-79.237938
M1J2K1,43.742226,-79.23275
M1J2K2,43.742172,-79.232979
M1J2L1,43.742058,-79.230988
M1J2L8,43.749016,-79.232224
M1J2M7,43.743946,-79.236244
M1J2N3,43.745579,-79.23703
M1J2P4,43.743389,-79.235085
M1J2R1,43.750488,-79.234413
M1J2R3,43.742775,-79.228683
M1J2R8,43.746513,-79.224884
M1J2S5,43.746548,-79.228783
M1J2T7,43.746693,-79.224052
M1J2T8,43.746742,-79.223824
M1J2V1,43.747498,-79.223389
M1J2V2,43.745903,-79.233505
M1J2W5,43.750343,-79.225777
M1J2X6,43.750549,-79.226288
M1J2Z2,43.751209,-79.228813
M1J3A2,43.750202,-79.228088
M1J3B5,43.74369,-79.221039
M1J3E7,43.746033,-79.216415
M1J3G1,43.74876,-79.214142
M1J3G4,43.74736,-79.213531
M1J3G5,43.747532,-79.2136
M1J3J4,43.749931,-79.210831
M1J3K8,43.746269,-79.23185
M1J3L3,43.745571,-79.231339
M1J3L9,43.740726,-79.245621
M1J3N3,43.742027,-79.240273
M1J3P1,43.749943,-79.207634
M1J3P5,43.743633,-79.224426
M1K1G5,43.719868,-79.258018
M1K1J1,43.713436,-79.264603
M1K1J7,43.732849,-79.248894
M1K1J8,43.7337,-79.24826
M1K1J9,43.709503,-79.267281
M1K1M6,43.701771,-79.265831
M1K1P2,43.707283,-79.266289
M1K1P7,43.707283,-79.266289
M1K1S1,43.707283,-79.266289
M1K1V2,43.710381,-79.268394
M1K1Y7,43.712006,-79.263252
M1K1Z5,43.715126,-79.263191
M1K1Z7,43.715359,-79.262177
M1K2A5,43.71286,-79.26017
M1K2B5,43.715294,-79.261665
M1K2H5,43.723934,-79.272881
M1K2H9,43.726269,-79.268639
M1K2J4,43.724983,-79.271011
M1K2K2,43.727257,-79.270027
M1K2K6,43.725555,-79.275444
M1K2M1,43.728127,-79.273956
M1K2M2,43.730247,-79.277351
M1K2P5,43.731808,-79.269974
M1K2R9,43.735794,-79.252647
M1K2X4,43.737076,-79.27684
M1K3A5,43.734394,-79.269958
M1K3C5,43.71928,-79.259354
M1K3E8,43.725777,-79.263069
M1K3G4,43.72691,-79.258118
M1K3G5,43.720268,-79.261116
M1K3J2,43.718613,-79.255142
M1K3J7,43.722614,-79.256599
M1K3K1,43.720131,-79.254669
M1K3M8,43.728645,-79.264442
M1K3N6,43.729832,-79.262688
M1K3P2,43.728699,-79.25956
M1K3T1,43.74107,-79.267609
M1K3T3,43.739006,-79.266983
M1K3V4,43.739475,-79.26815
M1K3V6,43.74025,-79.268486
M1K3W4,43.735409,-79.262901
M1K3Y9,43.740219,-79.263016
M1K3Z4,43.739201,-79.262596
M1K4B8,43.742626,-79.265976
M1K4G5,43.720467,-79.253281
M1K4N1,43.734352,-79.249985
M1K4N8,43.729908,-79.248955
M1K4R5,43.742783,-79.260628
M1K4R7,43.742027,-79.257195
M1K4S6,43.742046,-79.251945
M1K4W6,43.744038,-79.253967
M1K4Y7,43.746521,-79.257446
M1K4Z8,43.74844,-79.254341
M1K5A9,43.747787,-79.260994
M1K5H1,43.729099,-79.265175
M1K5H3,43.707283,-79.266289
M1K5H5,43.742123,-79.269524
M1K5J4,43.724972,-79.252235
M1K5J7,43.733749,-79.261925
M1K5M5,43.732822,-79.264648
M1L0C2,43.716846,-79.278931
M1L0H1,43.692589,-79.276924
M1L0H2,43.723766,-79.290207
M1L1B4,43.692062,-79.284126
M1L1B7,43.69223,-79.284195
M1L1G2,43.696007,-79.27018
M1L1G6,43.695446,-79.277695
M1L1H2,43.696781,-79.271645
M1L1H6,43.697353,-79.269798
M1L1H7,43.697182,-79.26973
M1L1K1,43.699017,-79.269127
M1L1L5,43.698231,-79.280449
M1L1L7,43.698757,-79.279091
M1L1M5,43.700596,-79.270164
M1L1P5,43.700577,-79.290764
M1L1V7,43.710308,-79.289291
M1L1V9,43.710888,-79.286659
M1L1X5,43.711903,-79.293716
M1L1Y7,43.713047,-79.290901
M1L2A3,43.714031,-79.297279
M1L2E7,43.71748,-79.294823
M1L2E8,43.718735,-79.298851
M1L2G7,43.720165,-79.290695
M1L2H8,43.720657,-79.298904
M1L2L8,43.726261,-79.300537
M1L2P5,43.736309,-79.283379
M1L2R2,43.701202,-79.291458
M1L2T5,43.727024,-79.303398
M1L2W5,43.706745,-79.292747
M1L2W6,43.706604,-79.293365
M1L2X4,43.693333,-79.285133
M1L2Y2,43.701607,-79.289673
M1L2Z6,43.71669,-79.295235
M1L3E3,43.693352,-79.283684
M1L3E9,43.700172,-79.286697
M1L3H4,43.710236,-79.291214
M1L3J4,43.716778,-79.293716
M1L3J5,43.716728,-79.293945
M1L3K9,43.732162,-79.294777
M1L3L3,43.693588,-79.2826
M1L3N5,43.6922,-79.279701
M1L3X1,43.69952,-79.27301
M1L3X6,43.702518,-79.271118
M1L3Y4,43.697803,-79.27787
M1L3Z2,43.696751,-79.274513
M1L4H4,43.708775,-79.271439
M1L4H7,43.71059,-79.27684
M1L4N3,43.698849,-79.269051
M1L4N7,43.695171,-79.284012
M1L4R8,43.699089,-79.276909
M1L4T7,43.70116,-79.279213
M1L4V7,43.715534,-79.285645
M1M0C5,43.721367,-79.248337
M1M0C6,43.735271,-79.221611
M1M1A2,43.704468,-79.243225
M1M1C5,43.718674,-79.23246
M1M1C7,43.717579,-79.23597
M1M1H6,43.731461,-79.221458
M1M1J5,43.738426,-79.210365
M1M1K7,43.735653,-79.209038
M1M1L1,43.736786,-79.214966
M1M1L3,43.735405,-79.214081
M1M1L8,43.713696,-79.246742
M1M1M3,43.716778,-79.241623
M1M1M5,43.71804,-79.243866
M1M1N3,43.721851,-79.235802
M1M1N4,43.722443,-79.235847
M1M1N8,43.724918,-79.23304
M1M1P5,43.729561,-79.227715
M1M1S2,43.742638,-79.21254
M1M1T2,43.718548,-79.252899
M1M1V9,43.722187,-79.243713
M1M1W3,43.722778,-79.241531
M1M1W8,43.723907,-79.238937
M1M1X7,43.727394,-79.238113
M1M2B3,43.733929,-79.226234
M1M2E2,43.737595,-79.228279
M1M2E6,43.738056,-79.23027
M1M2J8,43.711014,-79.247589
M1M2M5,43.713306,-79.236961
M1M2P4,43.720455,-79.235855
M1M2P5,43.718479,-79.233719
M1M2R8,43.725101,-79.236328
M1M2S2,43.7187,-79.231956
M1M2W9,43.728291,-79.225632
M1M2X8,43.72607,-79.218262
M1M3A6,43.739388,-79.214653
M1M3B2,43.741455,-79.212578
M1M3G3,43.723167,-79.249931
M1M3G6,43.722355,-79.246964
M1M3H3,43.720657,-79.241219
M1M3H7,43.723534,-79.242439
M1M3H8,43.729427,-79.245125
M1M3J7,43.724537,-79.235092
M1M3K1,43.724396,-79.237549
M1M3M3,43.731304,-79.234909
M1M3M5,43.732349,-79.235344
M1M3M7,43.73101,-79.231049
M1M3M9,43.729424,-79.229607
M1M3N3,43.732349,-79.230179
M1M3S2,43.738777,-79.220566
M1N0C1,43.690491,-79.264168
M1N1A6,43.676964,-79.280396
M1N1B3,43.67688,-79.275169
M1N1C1,43.68145,-79.277412
M1N1C4,43.681927,-79.277794
M1N1E1,43.684498,-79.269012
M1N1G8,43.695911,-79.25779
M1N1J1,43.700943,-79.248314
M1N1J3,43.702148,-79.252846
M1N1J7,43.701935,-79.24736
M1N1K4,43.702751,-79.246826
M1N1M1,43.704498,-79.251198
M1N1N5,43.681118,-79.282745
M1N1P2,43.682854,-79.280602
M1N1R1,43.682854,-79.280602
M1N1R6,43.682854,-79.280602
M1N1R7,43.681454,-79.282921
M1N1S4,43.682854,-79.280602
M1N1T1,43.716484,-79.250519
M1N1T3,43.682854,-79.280602
M1N1T6,43.682854,-79.280602
M1N1V3,43.682854,-79.280602
M1N1W4,43.685593,-79.284683
M1N1Y5,43.685364,-79.28157
M1N1Z2,43.686367,-79.280922
M1N2A4,43.688969,-79.272087
M1N2A6,43.688873,-79.274384
M1N2G6,43.698826,-79.261887
M1N2G9,43.700577,-79.257523
M1N2H4,43.700432,-79.262589
M1N2H8,43.700932,-79.260391
M1N2J1,43.701099,-79.260468
M1N2J6,43.704819,-79.26226
M1N2J9,43.703732,-79.262688
M1N2M5,43.706448,-79.254288
M1N2P6,43.711884,-79.249107
M1N2R1,43.715298,-79.250542
M1N2S5,43.686253,-79.283585
M1N2T8,43.682854,-79.280602
M1N2W9,43.686195,-79.278419
M1N2Y6,43.689156,-79.272568
M1N2Z9,43.692085,-79.272156
M1N3E3,43.692085,-79.272156
M1N3J9,43.697643,-79.264122
M1N3M5,43.700623,-79.259827
M1N3P1,43.705029,-79.25663
M1N3R2,43.706936,-79.256424
M1N3T5,43.706772,-79.25222
M1N3T7,43.709682,-79.253693
M1N3X4,43.715694,-79.252724
M1N3Y5,43.703876,-79.254486
M1N3Y9,43.707359,-79.252335
M1N4B2,43.708431,-79.247139
M1N4B3,43.704338,-79.2537
M1N4E2,43.681118,-79.282745
M1N4E4,43.681118,-79.282745
M1N4E5,43.681118,-79.282745
M1P0A5,43.753227,-79.264771
M1P0A9,43.773045,-79.254959
M1P1B2,43.74807,-79.275711
M1P1E5,43.744213,-79.277298
M1P1G6,43.750435,-79.284645
M1P1G7,43.750385,-79.284882
M1P1H5,43.751614,-79.277626
M1P1J3,43.752224,-79.284912
M1P1J4,43.752377,-79.283768
M1P1K4,43.754013,-79.281525
M1P1K5,43.753845,-79.281456
M1P1K6,43.754429,-79.279388
M1P1M2,43.755589,-79.282173
M1P1M5,43.756153,-79.2864
M1P1N3,43.758556,-79.28627
M1P1P8,43.752018,-79.284103
M1P1R4,43.757538,-79.286583
M1P1S5,43.750237,-79.282166
M1P1V7,43.751633,-79.279617
M1P1W1,43.754517,-79.280815
M1P1W2,43.754566,-79.280579
M1P1W3,43.75544,-79.280937
M1P1X6,43.762257,-79.284401
M1P1Y3,43.760597,-79.283432
M1P1Y9,43.761284,-79.287453
M1P2C1,43.771553,-79.290749
M1P2K6,43.764194,-79.281372
M1P2M8,43.769436,-79.282379
M1P2N3,43.771709,-79.283463
M1P2P6,43.748043,-79.281662
M1P2P8,43.747879,-79.283417
M1P2S2,43.752373,-79.260445
M1P2S6,43.752544,-79.260513
M1P2S7,43.752544,-79.260513
M1P2W3,43.765327,-79.282684
M1P2Z7,43.768566,-79.279587
M1P3A4,43.771503,-79.263496
M1P3B2,43.758713,-79.270554
M1P3B8,43.769852,-79.27433
M1P3C6,43.769852,-79.27433
M1P3E4,43.769852,-79.27433
M1P3G5,43.779327,-79.258018
M1P3G6,43.771351,-79.261253
M1P3G9,43.770412,-79.261223
M1P3J1,43.779327,-79.258018
M1P3J6,43.75679,-79.266228
M1P3K2,43.758533,-79.264313
M1P3L4,43.759117,-79.266411
M1P3L6,43.759335,-79.265137
M1P3L8,43.759979,-79.265305
M1P3N3,43.762585,-79.268814
M1P3N7,43.762321,-79.266487
M1P3P8,43.766537,-79.26796
M1P3R9,43.764458,-79.26712
M1P3S6,43.75423,-79.258415
M1P3T9,43.759163,-79.260384
M1P3W3,43.757244,-79.25769
M1P3Z4,43.766003,-79.254234
M1P3Z5,43.766174,-79.254196
M1P3Z9,43.765053,-79.250175
M1P4C1,43.762501,-79.254372
M1P4C2,43.764305,-79.253014
M1P4G4,43.763973,-79.249321
M1P4K6,43.768261,-79.25399
M1P4K8,43.769077,-79.255386
M1P4K9,43.769543,-79.256218
M1P4L5,43.768627,-79.256973
M1P4L7,43.76804,-79.255852
M1P4M6,43.766125,-79.257912
M1P4M8,43.771671,-79.263565
M1P4N4,43.772285,-79.287369
M1P4N8,43.772331,-79.25605
M1P4R8,43.774925,-79.273926
M1P4Y1,43.769852,-79.27433
M1P5A4,43.769459,-79.281631
M1P5A6,43.771931,-79.260994
M1P5B9,43.765217,-79.288757
M1P5C4,43.764866,-79.29026
M1P5C5,43.774364,-79.253372
M1P5C6,43.774353,-79.252541
M1P5G4,43.749149,-79.271957
M1P5H2,43.748699,-79.271263
M1P5H8,43.7714,-79.281311
M1R0B2,43.773354,-79.27153
M1R0B8,43.773354,-79.27153
M1R0E1,43.773354,-79.27153
M1R1B6,43.732227,-79.301315
M1R1E8,43.737286,-79.304863
M1R1G4,43.73761,-79.301697
M1R1L7,43.742168,-79.300499
M1R1P1,43.729065,-79.304321
M1R1R9,43.735481,-79.306969
M1R1S3,43.739422,-79.308586
M1R1S6,43.740208,-79.310753
M1R1V5,43.758942,-79.315567
M1R1W2,43.763325,-79.316551
M1R2B8,43.73885,-79.290314
M1R2C3,43.741516,-79.291473
M1R2E5,43.744244,-79.292862
M1R2E8,43.730755,-79.29966
M1R2G2,43.734245,-79.300835
M1R2G3,43.733513,-79.300789
M1R2G8,43.739746,-79.303123
M1R2J3,43.754059,-79.309105
M1R2J7,43.760345,-79.310608
M1R2K1,43.761993,-79.31131
M1R2L4,43.767525,-79.313904
M1R2M2,43.743824,-79.306976
M1R2M9,43.745689,-79.308723
M1R2W3,43.752934,-79.309158
M1R2X5,43.754093,-79.310074
M1R2X8,43.74284,-79.305977
M1R2Y1,43.742455,-79.308617
M1R2Y9,43.744419,-79.299469
M1R2Z3,43.745239,-79.295761
M1R3A8,43.745075,-79.303566
M1R3E4,43.750912,-79.289772
M1R3E9,43.750912,-79.289772
M1R3K3,43.753853,-79.309631
M1R3M9,43.756161,-79.308426
M1R3N6,43.75914,-79.307838
M1R3V4,43.748119,-79.299004
M1R3V5,43.748989,-79.298637
M1R3W6,43.750072,-79.297279
M1R3X2,43.756172,-79.30069
M1R3Z5,43.75045,-79.294189
M1R4A2,43.74799,-79.291519
M1R4B9,43.758621,-79.311508
M1R4E8,43.756912,-79.312164
M1R4E9,43.759148,-79.311729
M1R4G7,43.759823,-79.312828
M1R4K5,43.764587,-79.315903
M1R4L5,43.764587,-79.317421
M1R4P3,43.765179,-79.311707
M1R4S1,43.762299,-79.303825
M1R4T4,43.766762,-79.307251
M1R4T7,43.769299,-79.304474
M1R4X6,43.765347,-79.302757
M1R4Z7,43.768932,-79.294151
M1R5B3,43.747517,-79.294853
M1R5G1,43.760159,-79.295105
M1R5G4,43.742062,-79.306931
M1R5J8,43.773354,-79.27153
M1R5L8,43.773354,-79.27153
M1R5M5,43.773354,-79.27153
M1R5P4,43.773354,-79.27153
M1R5T2,43.773354,-79.27153
M1R5T9,43.773354,-79.27153
M1S0A6,43.761436,-79.260406
M1S0B4,43.790714,-79.245003
M1S0E4,43.789223,-79.254272
M1S0E7,43.789898,-79.245438
M1S0H9,43.789223,-79.254272
M1S0J8,43.789223,-79.254272
M1S1B4,43.786949,-79.286072
M1S1H5,43.794983,-79.28981
M1S1J6,43.800446,-79.291122
M1S1L1,43.795773,-79.285126
M1S1M1,43.794128,-79.284302
M1S1N7,43.787369,-79.282104
M1S1P2,43.792194,-79.283516
M1S1P9,43.78318,-79.277466
M1S1S4,43.797832,-79.283897
M1S1X7,43.781437,-79.2742
M1S2A3,43.786671,-79.26889
M1S2C2,43.790619,-79.27784
M1S2H2,43.794319,-79.278992
M1S2J5,43.790737,-79.271637
M1S2K5,43.795086,-79.282166
M1S2L3,43.798546,-79.275467
M1S2L8,43.799828,-79.274994
M1S2M6,43.801586,-79.278992
M1S2P8,43.804642,-79.278465
M1S2R7,43.800495,-79.277611
M1S2S8,43.78545,-79.261864
M1S2T7,43.784382,-79.258606
M1S2V9,43.788731,-79.260201
M1S2W7,43.803055,-79.268311
M1S2Y7,43.787403,-79.256752
M1S2Y9,43.787952,-79.254181
M1S2Z1,43.787437,-79.249596
M1S3A1,43.789848,-79.252281
M1S3G2,43.803055,-79.268311
M1S3J3,43.80423,-79.272453
M1S3P4,43.804249,-79.269318
M1S3R3,43.786201,-79.244102
M1S3S2,43.795853,-79.263153
M1S3S3,43.794983,-79.250465
M1S3S9,43.794163,-79.268501
M1S3X3,43.783272,-79.265274
M1S3X4,43.78252,-79.264977
M1S3X5,43.782288,-79.262489
M1S3X6,43.782841,-79.263435
M1S3X7,43.782795,-79.263672
M1S4C4,43.805363,-79.2565
M1S4C7,43.805168,-79.25853
M1S4G7,43.786037,-79.244019
M1S4G9,43.808243,-79.258774
M1S4J4,43.796654,-79.248802
M1S4L7,43.784691,-79.248055
M1S4M9,43.77874,-79.28241
M1S4P9,43.792057,-79.244873
M1S4R9,43.791748,-79.246681
M1S4W9,43.79142,-79.241638
M1S4Z5,43.819016,-79.269417
M1S4Z6,43.810371,-79.254807
M1S5C9,43.803215,-79.286194
M1S5L2,43.77874,-79.28241
M1S5N4,43.77874,-79.28241
M1S5R6,43.77874,-79.28241
M1S5V7,43.783718,-79.293022
M1S5W5,43.810688,-79.252899
M1S5X2,43.761436,-79.260406
M1T1A6,43.776814,-79.323608
M1T1B8,43.772987,-79.315125
M1T1C4,43.773273,-79.317505
M1T1C7,43.770798,-79.317802
M1T1G9,43.778214,-79.318153
M1T1H2,43.778214,-79.318153
M1T1H5,43.778214,-79.318153
M1T1M6,43.773743,-79.30864
M1T1N4,43.77573,-79.313499
M1T1R1,43.783783,-79.312714
M1T1T7,43.783993,-79.311394
M1T1Y2,43.773617,-79.300552
M1T1Y8,43.774349,-79.299652
M1T1Z6,43.774815,-79.298676
M1T2A3,43.777477,-79.29837
M1T2C3,43.77916,-79.295731
M1T2E4,43.779091,-79.300262
M1T2H8,43.782913,-79.306282
M1T2J3,43.785816,-79.307701
M1T2J9,43.785545,-79.304192
M1T2K1,43.785248,-79.305405
M1T2K3,43.786476,-79.304054
M1T2P2,43.781521,-79.293327
M1T2P9,43.777615,-79.29435
M1T2R7,43.777336,-79.28949
M1T2S1,43.777901,-79.290497
M1T2S8,43.779755,-79.287277
M1T2T4,43.77985,-79.294243
M1T2T6,43.779984,-79.291588
M1T2V2,43.783718,-79.293022
M1T2V4,43.784523,-79.297997
M1T2Z1,43.793514,-79.303154
M1T2Z5,43.796425,-79.301498
M1T3A7,43.795677,-79.296944
M1T3C8,43.800507,-79.297203
M1T3G6,43.782471,-79.287918
M1T3H8,43.784107,-79.287598
M1T3K8,43.780689,-79.299202
M1T3L8,43.794292,-79.294792
M1T3N5,43.783947,-79.297142
M1T3S5,43.776199,-79.320313
M1T3W5,43.781433,-79.290215
M1V0A3,43.818867,-79.312447
M1V0C1,43.818302,-79.254959
M1V0C2,43.813099,-79.312584
M1V0E6,43.821247,-79.27803
M1V0G4,43.807953,-79.297012
M1V1A4,43.814194,-79.277267
M1V1B2,43.813904,-79.271141
M1V1B5,43.813137,-79.27401
M1V1C1,43.812862,-79.276459
M1V1C2,43.812996,-79.274979
M1V1C4,43.812252,-79.273026
M1V1C6,43.811287,-79.271339
M1V1E1,43.812077,-79.269829
M1V1H7,43.812229,-79.285583
M1V1M3,43.80798,-79.286987
M1V1M7,43.80304,-79.302795
M1V1P4,43.815933,-79.267784
M1V1T9,43.810013,-79.261932
M1V1V8,43.805382,-79.28624
M1V1W8,43.818027,-79.281326
M1V1X1,43.819141,-79.282677
M1V1X2,43.819939,-79.282776
M1V1Y7,43.816353,-79.280991
M1V1Y8,43.816525,-79.281052
M1V1Y9,43.816525,-79.281052
M1V1Z8,43.821655,-79.265396
M1V2B1,43.823803,-79.264465
M1V2C3,43.821438,-79.286949
M1V2G1,43.815582,-79.287178
M1V2G3,43.821285,-79.284821
M1V2G4,43.821114,-79.284752
M1V2H7,43.82373,-79.294861
M1V2J1,43.820908,-79.293556
M1V2L7,43.824165,-79.293686
M1V2M3,43.810905,-79.309685
M1V2P4,43.811234,-79.260406
M1V2R4,43.806725,-79.296394
M1V2T7,43.817841,-79.289146
M1V2V1,43.82415,-79.251762
M1V2W2,43.818371,-79.248123
M1V2W5,43.809868,-79.262527
M1V2Y7,43.818867,-79.312447
M1V2Z1,43.813705,-79.259476
M1V2Z6,43.820732,-79.307983
M1V3A5,43.807678,-79.303612
M1V3B6,43.813675,-79.263611
M1V3B9,43.819962,-79.270325
M1V3E3,43.820358,-79.269974
M1V3E6,43.819927,-79.26944
M1V3E7,43.821121,-79.269348
M1V3G6,43.817715,-79.292023
M1V3H1,43.820286,-79.306938
M1V3H3,43.807953,-79.297012
M1V3J7,43.815968,-79.311905
M1V3K4,43.828094,-79.274239
M1V3N1,43.821861,-79.271675
M1V3R5,43.819847,-79.276093
M1V3Z3,43.826622,-79.27726
M1V3Z4,43.825165,-79.277985
M1V3Z9,43.806194,-79.289368
M1V4E1,43.824139,-79.251518
M1V4E6,43.827282,-79.278214
M1V4J1,43.826782,-79.285912
M1V4J2,43.826729,-79.28614
M1V4J9,43.825569,-79.284698
M1V4K4,43.825287,-79.281784
M1V4K6,43.824081,-79.283966
M1V4L5,43.82172,-79.274376
M1V4M3,43.820446,-79.274017
M1V4M5,43.819607,-79.274391
M1V4N4,43.81802,-79.273788
M1V4S1,43.817307,-79.305443
M1V4W9,43.805763,-79.289497
M1V5B9,43.813759,-79.259239
M1V5C1,43.825901,-79.251419
M1V5C6,43.806671,-79.296631
M1V5C7,43.825882,-79.251663
M1V5C9,43.827499,-79.252319
M1V5H7,43.803192,-79.294807
M1V5K2,43.659481,-79.475754
M1V5K4,43.819374,-79.29451
M1V5M9,43.823559,-79.249374
M1V5P6,43.833412,-79.264511
M1W0A1,43.801128,-79.319443
M1W1A7,43.782871,-79.323814
M1W1A9,43.786446,-79.327156
M1W1B6,43.790913,-79.329514
M1W1C2,43.789463,-79.329079
M1W1E4,43.790657,-79.325089
M1W1E9,43.782642,-79.318489
M1W1G7,43.785385,-79.311707
M1W1H5,43.78989,-79.305038
M1W1J7,43.78598,-79.319344
M1W1L4,43.788265,-79.322258
M1W1M2,43.788422,-79.317574
M1W1P5,43.793373,-79.323471
M1W1R8,43.788815,-79.314415
M1W1V5,43.800949,-79.324524
M1W1X7,43.80122,-79.321877
M1W1Y2,43.802132,-79.319832
M1W1Y4,43.787144,-79.310585
M1W1Z2,43.789978,-79.311111
M1W2B3,43.790653,-79.305428
M1W2E4,43.804852,-79.313683
M1W2E9,43.806705,-79.310715
M1W2G8,43.790527,-79.318314
M1W2K2,43.793587,-79.325378
M1W2K5,43.803429,-79.310913
M1W2K7,43.799229,-79.330215
M1W2L5,43.80241,-79.312019
M1W2N6,43.79842,-79.332474
M1W2R8,43.794556,-79.331932
M1W2W4,43.806244,-79.327888
M1W2Y1,43.795834,-79.319786
M1W2Y3,43.809258,-79.33213
M1W2Z1,43.816578,-79.33416
M1W3G1,43.810848,-79.317863
M1W3G4,43.814133,-79.322975
M1W3H9,43.8074,-79.318504
M1W3J4,43.798519,-79.304451
M1W3K2,43.814499,-79.314735
M1W3L3,43.799957,-79.309059
M1W3L5,43.816051,-79.315567
M1W3L6,43.814548,-79.324478
M1W3M3,43.810368,-79.325851
M1W3M4,43.816727,-79.322205
M1W3R7,43.816841,-79.328117
M1W3S2,43.807487,-79.3377
M1W3W2,43.814133,-79.322975
M1W3W6,43.804001,-79.333435
M1W3X1,43.815601,-79.329231
M1W4B4,43.803097,-79.323616
M1X0C5,43.838634,-79.231934
M1X1A1,43.82217,-79.241333
M1X1C8,43.831192,-79.248154
M1X1G8,43.822601,-79.203583
M1X1G9,43.822655,-79.203346
M1X1H4,43.82045,-79.211647
M1X1H6,43.820969,-79.211098
M1X1N3,43.827621,-79.247353
M1X1P2,43.835686,-79.232391
M1X1P4,43.815365,-79.174385
M1X1T1,43.818638,-79.229042
M1X1T2,43.823383,-79.213097
M1X1T3,43.820621,-79.215233
M1X1X7,43.83176,-79.229568
M1X1X9,43.828823,-79.226921
M1X1Y3,43.823116,-79.221153
M1X1Z7,43.825184,-79.228439
M1X2A5,43.836853,-79.233215
M1X2B1,43.836567,-79.228943
M1X2B2,43.836853,-79.233215
M1X2B4,43.836468,-79.230034
M2H0A5,43.808022,-79.351784
M2H1A3,43.79113,-79.373482
M2H1C6,43.795876,-79.377205
M2H1G7,43.791245,-79.363365
M2H1J9,43.798027,-79.370018
M2H1L2,43.798519,-79.354988
M2H1L3,43.798256,-79.355942
M2H1L9,43.798306,-79.362236
M2H1M1,43.79771,-79.364059
M2H1N4,43.799992,-79.362389
M2H1R7,43.805782,-79.370476
M2H1S1,43.807365,-79.358269
M2H1S2,43.807255,-79.358459
M2H1S4,43.806667,-79.369019
M2H1V7,43.794167,-79.364403
M2H1W4,43.792912,-79.370132
M2H1W9,43.7962,-79.366844
M2H1Y1,43.80275,-79.360672
M2H2A3,43.802441,-79.366127
M2H2B7,43.80069,-79.361649
M2H2C6,43.799713,-79.352066
M2H2C7,43.801254,-79.348816
M2H2E4,43.803928,-79.356369
M2H2G3,43.807362,-79.365128
M2H2J1,43.795517,-79.340591
M2H2L6,43.801014,-79.346268
M2H2L7,43.80098,-79.346504
M2H2M5,43.80114,-79.352753
M2H2N8,43.805801,-79.340225
M2H3B3,43.795517,-79.340591
M2H3C6,43.797508,-79.335541
M2H3C8,43.803284,-79.353096
M2H3G7,43.805706,-79.356743
